Ligand receptor pair,Source,PMID support,Ligand gene symbol,Ligand HGNC ID,Ligand location,Receptor gene symbol,Receptor HGNC ID,HGNC L R,secondary source?
HCRT NPFFR2,Ramilowski_2015_Literature_supported,"12609745,",HCRT,HGNC:4847,secreted,NPFFR2,HGNC:4525,HGNC:4847 HGNC:4525,
HEBP1 FPR3,Ramilowski_2015_Literature_supported,"15623572,",HEBP1,HGNC:17176,secreted,FPR3,HGNC:3828,HGNC:17176 HGNC:3828,CellphoneDB
HGF CD44,Ramilowski_2015_Literature_supported,"10037743,",HGF,HGNC:4893,secreted,CD44,HGNC:1681,HGNC:4893 HGNC:1681,CellphoneDB_flipped
HGF MET,Ramilowski_2015_Literature_supported,"1846706,1655405, 15167892, 18495663,",HGF,HGNC:4893,secreted,MET,HGNC:7029,HGNC:4893 HGNC:7029,CellphoneDB
HGF SDC1,Ramilowski_2015_Literature_supported,"11830493,",HGF,HGNC:4893,secreted,SDC1,HGNC:10658,HGNC:4893 HGNC:10658,
HGF SDC2,Ramilowski_2015_Literature_supported,"8157651,",HGF,HGNC:4893,secreted,SDC2,HGNC:10659,HGNC:4893 HGNC:10659,
HGF ST14,Ramilowski_2015_Literature_supported,"10962009,",HGF,HGNC:4893,secreted,ST14,HGNC:11344,HGNC:4893 HGNC:11344,
HHLA2 TMIGD2,Hou et al. 2020 (this publication),"26405587,",HHLA2,HGNC:4905,plasma membrane,TMIGD2,HGNC:28324,HGNC:4905 HGNC:28324,
HLA-A APLP2,Ramilowski_2015_Literature_supported,"19184004,",HLA-A,HGNC:4931,plasma membrane,APLP2,HGNC:598,HGNC:4931 HGNC:598,
HLA-A ERBB2,Ramilowski_2015_Literature_supported,"10593938,",HLA-A,HGNC:4931,plasma membrane,ERBB2,HGNC:3430,HGNC:4931 HGNC:3430,
HLA-A KIR3DL1,Ramilowski_2015_Literature_supported,"17182537,",HLA-A,HGNC:4931,plasma membrane,KIR3DL1,HGNC:6338,HGNC:4931 HGNC:6338,
HLA-A KIR3DL2,Ramilowski_2015_Literature_supported,"15719024,8617928, 8760804,",HLA-A,HGNC:4931,plasma membrane,KIR3DL2,HGNC:6339,HGNC:4931 HGNC:6339,
HLA-A LILRB1,Ramilowski_2015_Literature_supported,"12897781,",HLA-A,HGNC:4931,plasma membrane,LILRB1,HGNC:6605,HGNC:4931 HGNC:6605,
HLA-A LILRB2,Ramilowski_2015_Literature_supported,"12853576, 9531263,",HLA-A,HGNC:4931,plasma membrane,LILRB2,HGNC:6606,HGNC:4931 HGNC:6606,
HLA-B CANX,Ramilowski_2015_Literature_supported,"7876141,",HLA-B,HGNC:4932,plasma membrane,CANX,HGNC:1473,HGNC:4932 HGNC:1473,
HLA-B KIR2DL3,Hou et al. 2020 (this publication),"28514659, 7931060, 8760827,",HLA-B,HGNC:4932,plasma membrane,KIR2DL3,HGNC:6331,HGNC:4932 HGNC:6331,Ramilowski_2015_Putative
HLA-B KIR3DL1,Ramilowski_2015_Literature_supported,"15607823,8046332,",HLA-B,HGNC:4932,plasma membrane,KIR3DL1,HGNC:6338,HGNC:4932 HGNC:6338,
KIR3DL2 HLA-B,Efremova et al. 2020 (CellphoneDB),"17407096 , 23804219,  23857132",HLA-B,HGNC:4932,plasma membrane,KIR3DL2,HGNC:6339,HGNC:4932 HGNC:6339,
HLA-B KLRD1,Ramilowski_2015_Literature_supported,"8046333,",HLA-B,HGNC:4932,plasma membrane,KLRD1,HGNC:6378,HGNC:4932 HGNC:6378,
HLA-B LILRB1,Ramilowski_2015_Literature_supported,"12853576,",HLA-B,HGNC:4932,plasma membrane,LILRB1,HGNC:6605,HGNC:4932 HGNC:6605,
HLA-B LILRB2,Ramilowski_2015_Literature_supported,"12853576, 9531263,",HLA-B,HGNC:4932,plasma membrane,LILRB2,HGNC:6606,HGNC:4932 HGNC:6606,
HLA-C KIR2DL1,Ramilowski_2015_Literature_supported,"15607823,10429675, 9378975, 11323700, 10820396, 11163076, 12794140, 11009104, 12454284, 9686591, 9768753,",HLA-C,HGNC:4933,plasma membrane,KIR2DL1,HGNC:6329,HGNC:4933 HGNC:6329,
HLA-C KIR2DL3,Ramilowski_2015_Literature_supported,"15607823,8692965, 9768753, 10497191,",HLA-C,HGNC:4933,plasma membrane,KIR2DL3,HGNC:6331,HGNC:4933 HGNC:6331,
HLA-C KIR2DS4,Ramilowski_2015_Literature_supported,"15265913,9521070,",HLA-C,HGNC:4933,plasma membrane,KIR2DS4,HGNC:6336,HGNC:4933 HGNC:6336,
HLA-C LILRA3,Ramilowski_2015_Literature_supported,"21270408,",HLA-C,HGNC:4933,plasma membrane,LILRA3,HGNC:6604,HGNC:4933 HGNC:6604,
HLA-C LILRB1,Ramilowski_2015_Literature_supported,"12853576,",HLA-C,HGNC:4933,plasma membrane,LILRB1,HGNC:6605,HGNC:4933 HGNC:6605,
HLA-C LILRB2,Ramilowski_2015_Literature_supported,"12853576,",HLA-C,HGNC:4933,plasma membrane,LILRB2,HGNC:6606,HGNC:4933 HGNC:6606,
HLA-E KLRC1,Ramilowski_2015_Literature_supported,"9486650,9486650,",HLA-E,HGNC:4962,plasma membrane,KLRC1,HGNC:6374,HGNC:4962 HGNC:6374,
HLA-E KLRC2,Ramilowski_2015_Literature_supported,"9486650,9486650, 9103421,",HLA-E,HGNC:4962,plasma membrane,KLRC2,HGNC:6375,HGNC:4962 HGNC:6375,
HLA-E KLRD1,Ramilowski_2015_Literature_supported,"9486650,14734748, 9815261, 9486650, 9886400,",HLA-E,HGNC:4962,plasma membrane,KLRD1,HGNC:6378,HGNC:4962 HGNC:6378,
HLA-E KLRK1,Cabello-Aguilar et al. 2020 (SingleCellSignalR),"24223577,",HLA-E,HGNC:4962,plasma membrane,KLRK1,HGNC:18788,HGNC:4962 HGNC:18788,
HLA-F KIR3DL1,Efremova et al. 2020 (CellphoneDB),"27455421,",HLA-F,HGNC:4963,plasma membrane,KIR3DL1,HGNC:6338,HGNC:4963 HGNC:6338,
HLA-F KIR3DL2,Efremova et al. 2020 (CellphoneDB),"27455421,",HLA-F,HGNC:4963,plasma membrane,KIR3DL2,HGNC:6339,HGNC:4963 HGNC:6339,
HLA-F LILRB1,Efremova et al. 2020 (CellphoneDB),"11169396,",HLA-F,HGNC:4963,plasma membrane,LILRB1,HGNC:6605,HGNC:4963 HGNC:6605,
HLA-F LILRB2,Efremova et al. 2020 (CellphoneDB),"11169396,",HLA-F,HGNC:4963,plasma membrane,LILRB2,HGNC:6606,HGNC:4963 HGNC:6606,
HLA-G KIR2DL4,Ramilowski_2015_Literature_supported,"10190900,10190900,",HLA-G,HGNC:4964,plasma membrane,KIR2DL4,HGNC:6332,HGNC:4964 HGNC:6332,
HLA-G KLRC1,Ramilowski_2015_Literature_supported,"9295021,",HLA-G,HGNC:4964,plasma membrane,KLRC1,HGNC:6374,HGNC:4964 HGNC:6374,
HLA-G KLRD1,Ramilowski_2015_Literature_supported,"9405670, 9295021,9405670,",HLA-G,HGNC:4964,plasma membrane,KLRD1,HGNC:6378,HGNC:4964 HGNC:6378,
HLA-G LILRB1,Ramilowski_2015_Literature_supported,"15718280,9933109, 12853576, 12874224,",HLA-G,HGNC:4964,plasma membrane,LILRB1,HGNC:6605,HGNC:4964 HGNC:6605,
HLA-G LILRB2,Ramilowski_2015_Literature_supported,"12853576, 15670976, 9531263, 10190906,",HLA-G,HGNC:4964,plasma membrane,LILRB2,HGNC:6606,HGNC:4964 HGNC:6606,
HMGB1 HAVCR2,Hou et al. 2020 (this publication),"22842346,",HMGB1,HGNC:4983,secreted,HAVCR2,HGNC:18437,HGNC:4983 HGNC:18437,
HMGB1 SDC1,Ramilowski_2015_Literature_supported,"1369684,",HMGB1,HGNC:4983,secreted,SDC1,HGNC:10658,HGNC:4983 HGNC:10658,
HMGB1 THBD,Ramilowski_2015_Literature_supported,"15841214,",HMGB1,HGNC:4983,secreted,THBD,HGNC:11784,HGNC:4983 HGNC:11784,
HP CD163,Hou et al. 2020 (this publication),"27294203,",HP,HGNC:5141,secreted,CD163,HGNC:1631,HGNC:5141 HGNC:1631,
HP ITGAM,Ramilowski_2015_Literature_supported,"8786317,",HP,HGNC:5141,secreted,ITGAM,HGNC:6149,HGNC:5141 HGNC:6149,
HP ITGB2,Ramilowski_2015_Literature_supported,"8786317,",HP,HGNC:5141,secreted,ITGB2,HGNC:6155,HGNC:5141 HGNC:6155,
HRAS AGTR1,Ramilowski_2015_Literature_supported,"8753867,",HRAS,HGNC:5173,plasma membrane,AGTR1,HGNC:336,HGNC:5173 HGNC:336,
HRAS CAV1,Ramilowski_2015_Literature_supported,"8621645,",HRAS,HGNC:5173,plasma membrane,CAV1,HGNC:1527,HGNC:5173 HGNC:1527,
HRAS INSR,Ramilowski_2015_Literature_supported,"3109943,",HRAS,HGNC:5173,plasma membrane,INSR,HGNC:6091,HGNC:5173 HGNC:6091,
HRG FCGR1A,Ramilowski_2015_Literature_supported,"10421785,",HRG,HGNC:5181,secreted,FCGR1A,HGNC:3613,HGNC:5181 HGNC:3613,
HSP90AA1 CFTR,Ramilowski_2015_Literature_supported,"9843494,",HSP90AA1,HGNC:5253,secreted,CFTR,HGNC:1884,HGNC:5253 HGNC:1884,
HSP90AA1 EGFR,Ramilowski_2015_Literature_supported,"18199556,",HSP90AA1,HGNC:5253,secreted,EGFR,HGNC:3236,HGNC:5253 HGNC:3236,
HSP90AA1 FGFR3,Ramilowski_2015_Literature_supported,"21487019,",HSP90AA1,HGNC:5253,secreted,FGFR3,HGNC:3690,HGNC:5253 HGNC:3690,
HSPG2 COL13A1,Ramilowski_2015_Literature_supported,"11956183,",HSPG2,HGNC:5273,secreted,COL13A1,HGNC:2190,HGNC:5273 HGNC:2190,
HSPG2 ITGA2,Ramilowski_2015_Literature_supported,"15240572,",HSPG2,HGNC:5273,secreted,ITGA2,HGNC:6137,HGNC:5273 HGNC:6137,
HSPG2 ITGB1,Ramilowski_2015_Literature_supported,"9431988,",HSPG2,HGNC:5273,secreted,ITGB1,HGNC:6153,HGNC:5273 HGNC:6153,
HSPG2 PTPRS,Ramilowski_2015_Literature_supported,"11865065,",HSPG2,HGNC:5273,secreted,PTPRS,HGNC:9681,HGNC:5273 HGNC:9681,
IAPP CALCR,Ramilowski_2015_Literature_supported,"12529937,9487987, 10342886,",IAPP,HGNC:5329,secreted,CALCR,HGNC:1440,HGNC:5329 HGNC:1440,CellphoneDB
IAPP RAMP1,Ramilowski_2015_Literature_supported,"10385705,",IAPP,HGNC:5329,secreted,RAMP1,HGNC:9843,HGNC:5329 HGNC:9843,
IAPP RAMP2,Ramilowski_2015_Literature_supported,"16531504,",IAPP,HGNC:5329,secreted,RAMP2,HGNC:9844,HGNC:5329 HGNC:9844,
ICAM1 IL2RA,Ramilowski_2015_Literature_supported,"1976256,",ICAM1,HGNC:5344,plasma membrane,IL2RA,HGNC:6008,HGNC:5344 HGNC:6008,
ICAM1 ITGAL,Ramilowski_2015_Literature_supported,"14507735,",ICAM1,HGNC:5344,plasma membrane,ITGAL,HGNC:6148,HGNC:5344 HGNC:6148,CellphoneDB
ICAM1 ITGAM,Ramilowski_2015_Literature_supported,"11073102, 9488691,",ICAM1,HGNC:5344,plasma membrane,ITGAM,HGNC:6149,HGNC:5344 HGNC:6149,
ICAM1 ITGAX,Ramilowski_2015_Literature_supported,"4062888,",ICAM1,HGNC:5344,plasma membrane,ITGAX,HGNC:6152,HGNC:5344 HGNC:6152,
ICAM1 ITGB2,Ramilowski_2015_Literature_supported,"14507735, 4062888,7642561, 11279101,",ICAM1,HGNC:5344,plasma membrane,ITGB2,HGNC:6155,HGNC:5344 HGNC:6155,
ICAM1 SPN,Efremova et al. 2020 (CellphoneDB),"1683685,",ICAM1,HGNC:5344,plasma membrane,SPN,HGNC:11249,HGNC:5344 HGNC:11249,
ICAM2 ITGAL,Ramilowski_2015_Literature_supported,"15023143,",ICAM2,HGNC:5345,plasma membrane,ITGAL,HGNC:6148,HGNC:5345 HGNC:6148,
ICAM2 ITGAM,Ramilowski_2015_Literature_supported,"10352278,",ICAM2,HGNC:5345,plasma membrane,ITGAM,HGNC:6149,HGNC:5345 HGNC:6149,
ICAM2 ITGB2,Ramilowski_2015_Literature_supported,"15023143,9786897,",ICAM2,HGNC:5345,plasma membrane,ITGB2,HGNC:6155,HGNC:5345 HGNC:6155,
ICAM3 CD209,Efremova et al. 2020 (CellphoneDB),"15795245,",ICAM3,HGNC:5346,plasma membrane,CD209,HGNC:1641,HGNC:5346 HGNC:1641,
ICAM3 CLEC4M,Ramilowski_2015_Literature_supported,"11257134,",ICAM3,HGNC:5346,plasma membrane,CLEC4M,HGNC:13523,HGNC:5346 HGNC:13523,CellphoneDB_flipped
ICAM3 ITGAD,Ramilowski_2015_Literature_supported,"8777714,",ICAM3,HGNC:5346,plasma membrane,ITGAD,HGNC:6146,HGNC:5346 HGNC:6146,
ICAM3 ITGAL,Ramilowski_2015_Literature_supported,"15728350,11353828, 15728350,",ICAM3,HGNC:5346,plasma membrane,ITGAL,HGNC:6148,HGNC:5346 HGNC:6148,
ICAM3 ITGB2,Ramilowski_2015_Literature_supported,"15728350,11353828, 7822326,",ICAM3,HGNC:5346,plasma membrane,ITGB2,HGNC:6155,HGNC:5346 HGNC:6155,
ICAM4 ITGA2B,Ramilowski_2015_Literature_supported,"15355350,",ICAM4,HGNC:5347,plasma membrane,ITGA2B,HGNC:6138,HGNC:5347 HGNC:6138,
ICAM4 ITGA4,Ramilowski_2015_Literature_supported,"11435317,",ICAM4,HGNC:5347,plasma membrane,ITGA4,HGNC:6140,HGNC:5347 HGNC:6140,
ICAM4 ITGAL,Ramilowski_2015_Literature_supported,"15355350,",ICAM4,HGNC:5347,plasma membrane,ITGAL,HGNC:6148,HGNC:5347 HGNC:6148,
ICAM4 ITGAM,Ramilowski_2015_Literature_supported,"15355350,10846180,",ICAM4,HGNC:5347,plasma membrane,ITGAM,HGNC:6149,HGNC:5347 HGNC:6149,
ICAM4 ITGAV,Ramilowski_2015_Literature_supported,"15355350,11435317,",ICAM4,HGNC:5347,plasma membrane,ITGAV,HGNC:6150,HGNC:5347 HGNC:6150,
ICAM4 ITGB1,Ramilowski_2015_Literature_supported,"11435317,",ICAM4,HGNC:5347,plasma membrane,ITGB1,HGNC:6153,HGNC:5347 HGNC:6153,
ICAM4 ITGB2,Ramilowski_2015_Literature_supported,"15355350,10846180,",ICAM4,HGNC:5347,plasma membrane,ITGB2,HGNC:6155,HGNC:5347 HGNC:6155,
ICAM4 ITGB3,Ramilowski_2015_Literature_supported,"15355350,",ICAM4,HGNC:5347,plasma membrane,ITGB3,HGNC:6156,HGNC:5347 HGNC:6156,
ICAM5 ITGAL,Ramilowski_2015_Literature_supported,"10741396,8995416,",ICAM5,HGNC:5348,plasma membrane,ITGAL,HGNC:6148,HGNC:5348 HGNC:6148,
ICAM5 ITGB2,Ramilowski_2015_Literature_supported,"10741396,8995416,",ICAM5,HGNC:5348,plasma membrane,ITGB2,HGNC:6155,HGNC:5348 HGNC:6155,
ICOSLG CD28,Hou et al. 2020 (this publication),"21530327, 23470321,",ICOSLG,HGNC:17087,plasma membrane,CD28,HGNC:1653,HGNC:17087 HGNC:1653,
ICOSLG CTLA4,Hou et al. 2020 (this publication),"21530327,",ICOSLG,HGNC:17087,plasma membrane,CTLA4,HGNC:2505,HGNC:17087 HGNC:2505,
ICOS ICOSLG,Efremova et al. 2020 (CellphoneDB),"23954143,",ICOS,HGNC:5351,plasma membrane,ICOSLG,HGNC:17087,HGNC:5351 HGNC:17087,
ICOSLG ICOS,No‘l et al. 2020 (ICELLNET),"14599850, 23954143,",ICOSLG,HGNC:17087,plasma membrane,ICOS,HGNC:5351,HGNC:17087 HGNC:5351,
IFNA1 IFNAR1,Ramilowski_2015_Literature_supported,"11698684,7932753,",IFNA1,HGNC:5417,secreted,IFNAR1,HGNC:5432,HGNC:5417 HGNC:5432,
IFNA1 IFNAR2,Ramilowski_2015_Literature_supported,"11698684,",IFNA1,HGNC:5417,secreted,IFNAR2,HGNC:5433,HGNC:5417 HGNC:5433,
IFNA10 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA10,HGNC:5418,secreted,IFNAR1,HGNC:5432,HGNC:5418 HGNC:5432,
IFNA10 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA10,HGNC:5418,secreted,IFNAR2,HGNC:5433,HGNC:5418 HGNC:5433,
IFNA13 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA13,HGNC:5419,secreted,IFNAR1,HGNC:5432,HGNC:5419 HGNC:5432,
IFNA13 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA13,HGNC:5419,secreted,IFNAR2,HGNC:5433,HGNC:5419 HGNC:5433,
IFNA14 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA14,HGNC:5420,secreted,IFNAR1,HGNC:5432,HGNC:5420 HGNC:5432,
IFNA14 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA14,HGNC:5420,secreted,IFNAR2,HGNC:5433,HGNC:5420 HGNC:5433,
IFNA16 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA16,HGNC:5421,secreted,IFNAR1,HGNC:5432,HGNC:5421 HGNC:5432,
IFNA16 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA16,HGNC:5421,secreted,IFNAR2,HGNC:5433,HGNC:5421 HGNC:5433,
IFNA17 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA17,HGNC:5422,secreted,IFNAR1,HGNC:5432,HGNC:5422 HGNC:5432,
IFNA17 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA17,HGNC:5422,secreted,IFNAR2,HGNC:5433,HGNC:5422 HGNC:5433,
IFNA2 IFNAR1,Ramilowski_2015_Literature_supported,"1834641,",IFNA2,HGNC:5423,secreted,IFNAR1,HGNC:5432,HGNC:5423 HGNC:5432,
IFNA2 IFNAR2,Ramilowski_2015_Literature_supported,"10339405, 11888273,",IFNA2,HGNC:5423,secreted,IFNAR2,HGNC:5433,HGNC:5423 HGNC:5433,
IFNA21 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA21,HGNC:5424,secreted,IFNAR1,HGNC:5432,HGNC:5424 HGNC:5432,
IFNA21 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA21,HGNC:5424,secreted,IFNAR2,HGNC:5433,HGNC:5424 HGNC:5433,
IFNA4 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA4,HGNC:5425,secreted,IFNAR1,HGNC:5432,HGNC:5425 HGNC:5432,
IFNA4 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA4,HGNC:5425,secreted,IFNAR2,HGNC:5433,HGNC:5425 HGNC:5433,
IFNA5 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA5,HGNC:5426,secreted,IFNAR1,HGNC:5432,HGNC:5426 HGNC:5432,
IFNA5 IFNAR2,Ramilowski_2015_Literature_supported,"10395669,",IFNA5,HGNC:5426,secreted,IFNAR2,HGNC:5433,HGNC:5426 HGNC:5433,
IFNA6 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA6,HGNC:5427,secreted,IFNAR1,HGNC:5432,HGNC:5427 HGNC:5432,
IFNA6 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA6,HGNC:5427,secreted,IFNAR2,HGNC:5433,HGNC:5427 HGNC:5433,
IFNA7 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA7,HGNC:5428,secreted,IFNAR1,HGNC:5432,HGNC:5428 HGNC:5432,
IFNA7 IFNAR2,Ramilowski_2015_Literature_supported,"21856167,",IFNA7,HGNC:5428,secreted,IFNAR2,HGNC:5433,HGNC:5428 HGNC:5433,
IFNA8 IFNAR1,Ramilowski_2015_Literature_supported,"21856167,",IFNA8,HGNC:5429,secreted,IFNAR1,HGNC:5432,HGNC:5429 HGNC:5432,
IFNA8 IFNAR2,Ramilowski_2015_Literature_supported,"8969169,",IFNA8,HGNC:5429,secreted,IFNAR2,HGNC:5433,HGNC:5429 HGNC:5433,
IFNB1 IFNAR1,Ramilowski_2015_Literature_supported,"11278538,1834641,",IFNB1,HGNC:5434,secreted,IFNAR1,HGNC:5432,HGNC:5434 HGNC:5432,
IFNB1 IFNAR2,Ramilowski_2015_Literature_supported,"11278538,10395669,",IFNB1,HGNC:5434,secreted,IFNAR2,HGNC:5433,HGNC:5434 HGNC:5433,
IFNE IFNAR1,Hou et al. 2020 (this publication),"22410872,",IFNE,HGNC:18163,secreted,IFNAR1,HGNC:5432,HGNC:18163 HGNC:5432,
IFNE IFNAR2,Hou et al. 2020 (this publication),"22410872,",IFNE,HGNC:18163,secreted,IFNAR2,HGNC:5433,HGNC:18163 HGNC:5433,
IFNG IFNGR1,Ramilowski_2015_Literature_supported,"10811850,12165521, 10986460, 11250200,",IFNG,HGNC:5438,secreted,IFNGR1,HGNC:5439,HGNC:5438 HGNC:5439,
IFNG IFNGR2,Ramilowski_2015_Literature_supported,"10811850,7673114,",IFNG,HGNC:5438,secreted,IFNGR2,HGNC:5440,HGNC:5438 HGNC:5440,
IFNK IFNAR1,Hou et al. 2020 (this publication),"22410872,",IFNK,HGNC:21714,secreted,IFNAR1,HGNC:5432,HGNC:21714 HGNC:5432,
IFNK IFNAR2,Hou et al. 2020 (this publication),"22410872,",IFNK,HGNC:21714,secreted,IFNAR2,HGNC:5433,HGNC:21714 HGNC:5433,
IFNL1 IFNLR1,Ramilowski_2015_Literature_supported,"12974481,12469119,",IFNL1,HGNC:18363,secreted,IFNLR1,HGNC:18584,HGNC:18363 HGNC:18584,
IFNL1 IL10RB,Ramilowski_2015_Literature_supported,"12974481,",IFNL1,HGNC:18363,secreted,IL10RB,HGNC:5965,HGNC:18363 HGNC:5965,
IFNL2 IFNLR1,Ramilowski_2015_Literature_supported,"12974481,12469119,",IFNL2,HGNC:18364,secreted,IFNLR1,HGNC:18584,HGNC:18364 HGNC:18584,
IFNL2 IL10RB,Ramilowski_2015_Literature_supported,"12974481,12469119,",IFNL2,HGNC:18364,secreted,IL10RB,HGNC:5965,HGNC:18364 HGNC:5965,
IFNL3 IFNLR1,Ramilowski_2015_Literature_supported,"12974481,",IFNL3,HGNC:18365,secreted,IFNLR1,HGNC:18584,HGNC:18365 HGNC:18584,
IFNL3 IL10RB,Ramilowski_2015_Literature_supported,"12974481,12469119,",IFNL3,HGNC:18365,secreted,IL10RB,HGNC:5965,HGNC:18365 HGNC:5965,
IFNL4 IFNLR1,Hou et al. 2020 (this publication),"26134097,",IFNL4,HGNC:44480,secreted,IFNLR1,HGNC:18584,HGNC:44480 HGNC:18584,
IFNL4 IL10RB,Hou et al. 2020 (this publication),"26134097,",IFNL4,HGNC:44480,secreted,IL10RB,HGNC:5965,HGNC:44480 HGNC:5965,
IFNW1 IFNAR1,Ramilowski_2015_Literature_supported,"11278538,1834641,",IFNW1,HGNC:5448,secreted,IFNAR1,HGNC:5432,HGNC:5448 HGNC:5432,
IFNW1 IFNAR2,Ramilowski_2015_Literature_supported,"11278538,",IFNW1,HGNC:5448,secreted,IFNAR2,HGNC:5433,HGNC:5448 HGNC:5433,
IGF1 IGF1R,Ramilowski_2015_Literature_supported,"2877871,1852007,",IGF1,HGNC:5464,secreted,IGF1R,HGNC:5465,HGNC:5464 HGNC:5465,CellphoneDB_flipped
IGF2 IGF1R,Ramilowski_2015_Literature_supported,"9972281,",IGF2,HGNC:5466,secreted,IGF1R,HGNC:5465,HGNC:5466 HGNC:5465,CellphoneDB_flipped
IGF2 IGF2R,Ramilowski_2015_Literature_supported,"2964083,7797478, 9722981,",IGF2,HGNC:5466,secreted,IGF2R,HGNC:5467,HGNC:5466 HGNC:5467,CellphoneDB
IGF2 INSR,Ramilowski_2015_Literature_supported,"9281335,9722981,",IGF2,HGNC:5466,secreted,INSR,HGNC:6091,HGNC:5466 HGNC:6091,
IGFBP4 FZD8,Ramilowski_2015_Literature_supported,"18528331,",IGFBP4,HGNC:5473,secreted,FZD8,HGNC:4046,HGNC:5473 HGNC:4046,
IGFBP4 LRP6,Ramilowski_2015_Literature_supported,"18528331,",IGFBP4,HGNC:5473,secreted,LRP6,HGNC:6698,HGNC:5473 HGNC:6698,
IGFL1 IGFLR1,Ramilowski_2015_Literature_supported,"21454693,",IGFL1,HGNC:24093,secreted,IGFLR1,HGNC:23620,HGNC:24093 HGNC:23620,CellphoneDB_flipped
IGFL2 IGFLR1,Ramilowski_2015_Literature_supported,"21454693,",IGFL2,HGNC:32929,secreted,IGFLR1,HGNC:23620,HGNC:32929 HGNC:23620,CellphoneDB
IGFL3 IGFLR1,Ramilowski_2015_Literature_supported,"21454693,",IGFL3,HGNC:32930,secreted,IGFLR1,HGNC:23620,HGNC:32930 HGNC:23620,CellphoneDB
IGSF11 VSIR,Hou et al. 2020 (this publication),"30220083,",IGSF11,HGNC:16669,plasma membrane,VSIR,HGNC:30085,HGNC:16669 HGNC:30085,
IHH BOC,Ramilowski_2015_Literature_supported,"20519495,",IHH,HGNC:5956,secreted,BOC,HGNC:17173,HGNC:5956 HGNC:17173,
IHH CDON,Ramilowski_2015_Literature_supported,"20519495,",IHH,HGNC:5956,secreted,CDON,HGNC:17104,HGNC:5956 HGNC:17104,
IHH HHIP,Ramilowski_2015_Literature_supported,"10050855,10050855, 11435703,",IHH,HGNC:5956,secreted,HHIP,HGNC:14866,HGNC:5956 HGNC:14866,
IHH PTCH1,Ramilowski_2015_Literature_supported,"11562786,9811851,",IHH,HGNC:5956,secreted,PTCH1,HGNC:9585,HGNC:5956 HGNC:9585,
IHH PTCH2,Ramilowski_2015_Literature_supported,"9811851,",IHH,HGNC:5956,secreted,PTCH2,HGNC:9586,HGNC:5956 HGNC:9586,
IL10 IL10RA,Ramilowski_2015_Literature_supported,"12974481,11485736, 8248239, 8897595, 11717514, 10231374, 7759550,",IL10,HGNC:5962,secreted,IL10RA,HGNC:5964,HGNC:5962 HGNC:5964,
IL10 IL10RB,Ramilowski_2015_Literature_supported,"12974481,11485736, 9312047,",IL10,HGNC:5962,secreted,IL10RB,HGNC:5965,HGNC:5962 HGNC:5965,
IL11 IL11RA,Ramilowski_2015_Literature_supported,"10948192,7670098, 10504396,",IL11,HGNC:5966,secreted,IL11RA,HGNC:5967,HGNC:5966 HGNC:5967,
IL11 IL6ST,Ramilowski_2015_Literature_supported,"10948192,",IL11,HGNC:5966,secreted,IL6ST,HGNC:6021,HGNC:5966 HGNC:6021,
IL12A IL12RB1,Ramilowski_2015_Literature_supported,"11086056,",IL12A,HGNC:5969,secreted,IL12RB1,HGNC:5971,HGNC:5969 HGNC:5971,
IL12A IL12RB2,Ramilowski_2015_Literature_supported,"943050,",IL12A,HGNC:5969,secreted,IL12RB2,HGNC:5972,HGNC:5969 HGNC:5972,
IL12B IL12RB1,Ramilowski_2015_Literature_supported,"7843232, 7527811,",IL12B,HGNC:5970,secreted,IL12RB1,HGNC:5971,HGNC:5970 HGNC:5971,
IL12B IL12RB2,Ramilowski_2015_Literature_supported,"11086056,11940489,",IL12B,HGNC:5970,secreted,IL12RB2,HGNC:5972,HGNC:5970 HGNC:5972,
IL12B IL23R,Ramilowski_2015_Literature_supported,"17587057,",IL12B,HGNC:5970,secreted,IL23R,HGNC:19100,HGNC:5970 HGNC:19100,
IL13 IL13RA1,Ramilowski_2015_Literature_supported,"12704343,11278629,",IL13,HGNC:5973,secreted,IL13RA1,HGNC:5974,HGNC:5973 HGNC:5974,
IL13 IL13RA2,Ramilowski_2015_Literature_supported,"12704343,11003391,",IL13,HGNC:5973,secreted,IL13RA2,HGNC:5975,HGNC:5973 HGNC:5975,CellphoneDB
